unitid,form_ic,stat_ic,stat_pte,prch_ic,idx_ic,imp_ic,cyactive,"closedat","instnm","addr","city","stabbr","zip","countynm",cntygeo,fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,refu_ic,src_ic,edit_ic,"date_ic",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,"act",newid,deathyr
"369109","1","1","1","-2","-2","-2","1","-2","COMMUNITY SERVICES DIVISION-ALLIANCE CITY","200 GLAMORGAN","ALLIANCE","OH","44601","ALLIANCE","151","39","3","ARTHUR GARNES","SUPERINTENDENT","3308212100","3308212100","3308212100","-1","118146760","03015100","1","-2","4","1","01211999","7","3","1","1","2","1","2","2","0","16","0","0","0","2","2","2","2","-2","4","A","-2","-2"
"369163","3","1","1","-2","-2","-2","1","-2","HEAVY EQUIPMENT OPERATIONS SCHOOL INC","81 CENTENNIAL LOOP STE 3","EUGENE","OR","97401","LANE","39","41","8","CURTIS B OLSON","SCHOOL DIRECTOR","8002657535","5413495076","5413495078","391909228","-3","-2","6","-2","4","1","01111999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"369172","1","1","1","-2","-2","-2","1","-2","HARRISBURG AREA COMMUNITY COLLEGE-LANCASTER","1008 NEW HOLLAND AVE","LANCASTER","PA","17601","DAUPHIN","43","42","2","EDNA V BAEHRE","PRESIDENT","7177802300","7177802330","7177802400","231639151","-3","00327302","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","5","0","3","4","2","2","2","2","-2","2","A","-2","-2"
"369181","1","1","1","-2","-2","-2","1","-2","HARRISBURG AREA COMMUNITY COLLEGE-LEBANON","731 CUMBERLAND ST","LEBANON","PA","17042","DAUPHIN","43","42","2","EDNA V BAEHRE","PRESIDENT","7177802300","7177802330","7177802400","231639151","-3","00327301","1","-2","4","1","02011999","4","2","1","1","3","1","2","2","40","3","0","1","6","2","2","2","2","-2","2","A","-2","-2"
"369206","3","1","1","-2","-2","-2","1","06301993","SOUTHLAND INSTITUTE","256 N BELT STE 204","HOUSTON","TX","77032","HARRIS","201","48","6","GENA GENTRY","V P ADMINISTRATION","7134484545","7134484545","7134486060","752096188","-3","02270202","1","-2","4","1","01121999","9","3","3","2","2","1","2","2","0","27","0","5","22","2","2","2","2","-2","1","A","-2","-2"
"369215","1","1","1","-2","-2","-2","1","-2","INTERNATIONAL CHRISTIAN INSTITUTE AND GRADUATE SCH","PO BOX 720405","HOUSTON","TX","77272","-1","201","48","6","EDDIE ADAMS","PRESIDENT","2815610809","2814959720","2815619672","-1","-3","-2","6","-2","4","1","04011999","2","1","2","6","9","1","1","2","10","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"369242","1","1","1","-2","-2","-2","1","-2","INTERNATIONAL INSTITUTE OF HAIR DESIGN","5536 S 1900 W","TAYLORSVILLE","UT","84118","SALT LAKE CITY","35","49","7","MICHAEL ANDREASEN","PRES","8019658121","8019658121","8019658121","-1","-3","01017301","1","-2","4","1","02091999","6","2","3","2","4","1","2","2","0","4","0","16","1","2","2","2","2","-2","4","A","-2","-2"
"369288","1","3","4","-2","-2","1","1","-2","BOOKER T CRENSHAW CHRISTIAN COL & SCH MINISTRY INC","3134 FRANKLIN AVE","SAN DIEGO","CA","92113","SAN DIEGO","73","6","8","BOOKER T CRENSHAW SR","PRESIDENT","6192350771","6192350771","6192350771","953847678","-3","-2","6","-2","-2","-2","-2","2","1","2","6","9","1","1","1","11","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"369303","3","3","4","-2","-2","1","1","-2","SCHOOL OF HEALING ARTS","1001 GARNET AVE STE 200","SAN DIEGO","CA","92109","SAN DIEGO","73","6","8","SEYMOUR KOBLIN","DIRECTOR","6195819429","-1","-1","330422032","-3","-2","6","-2","-2","-2","-2","8","3","2","3","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"369312","3","1","1","-2","-2","-2","1","-2","JOHN PERI BEAUTY COLLEGE","2418 B LOMITA BLVD","LOMITA","CA","90717","LOS ANGLES","37","6","8","TINA KOTCH","ADMINISTRATOR","3103253005","-1","3103253005","951830741","-3","00825100","5","-2","4","1","01121999","9","3","3","2","2","1","2","2","0","14","0","10","39","2","2","2","2","-2","3","A","-2","-2"
"369349","3","1","1","-2","-2","-2","1","-2","SOUTHERN CALIFORNIA HEALTH CARE EDUCATION CENTER","2444 S CRENSHAW BLVD","LOS ANGELES","CA","90016","LOS ANGELES","37","6","8","BETTY MILLER","EXECUTIVE DIRECTOR","2137359558","-1","-1","953545900","-3","-2","6","-2","4","1","01111999","8","3","2","3","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"369400","3","1","1","-2","-2","-2","1","-2","CLINTON TECHNICAL INSTITUTE-MOTORCYCLE/MARINE MECH","9751 DELEGATES DR","ORLANDO","FL","32837","ORANGE","95","12","5","JOHN C WHITE","PRESIDENT","4072402422","4072402422","4072402422","860329466","-3","02100502","1","-2","4","2","01121999","9","3","3","2","2","1","2","2","0","1","1","1","5","2","2","2","2","-2","2","A","-2","-2"
"369419","1","1","1","-2","-2","-2","1","-2","D G ERWIN TECHNICAL CENTER","2010 E HILLSBOROUGH AVE","TAMPA","FL","33610","HILLSBOROUGH","57","12","5","MICHAEL D DONOHUE","ASSISTANT ADMIN DIRECTOR","8132311800","8132388631","8132388631","-1","063510895","00559400","1","-2","4","2","02011999","4","2","1","1","4","1","2","2","0","18","0","3","16","2","2","2","2","-2","1","A","-2","-2"
"369446","3","1","1","-2","-2","-2","1","-2","ROSEL SCHOOL OF COSMETOLOGY","2444 W DEVON","CHICAGO","IL","60659","COOK","31","17","3","ROSEL BAEK","OWNER DIRECTOR","7735085600","7735085166","7735085600","363468184","959700048","03082900","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","0","0","40","0","2","2","2","2","-2","1","A","-2","-2"
"369455","1","1","1","-2","-2","-2","1","-2","WORSHAM COLLEGE","495 NORTHGATE PKY","WHEELING","IL","600902646","COOK","31","17","3","BRUNO B BAK","PRESIDENT","8478088444","8478088444","8478088444","363037484","099211245","00178300","1","-2","4","2","02231999","6","2","3","2","3","1","2","2","40","13","0","0","3","2","2","2","2","-2","3","A","-2","-2"
"369516","3","1","1","-2","-2","-2","1","-2","BRYAN CAREER COLLEGE","520 W UNIVERSITY STE B","SPRINGFIELD","MO","65807","GREENE","77","29","4","DAVID M BRYAN","CHIEF EXECUTIVE OFFICER","4178625700","4178625700","4178625700","481072330","797036589","03066300","1","-2","4","1","01121999","9","3","3","2","2","1","2","2","0","2","0","0","2","2","2","2","2","-2","2","A","-2","-2"
"369525","1","1","1","-2","-2","-2","1","-2","ST JOHNS MERCY MEDICAL CENTER SCHOOL CLIN LAB SCI","615 S NEW BALLAS RD","ST LOUIS","MO","631418277","ST LOUIS","189","29","4","TERESA A TAFF","PROGRAM DIRECTOR","3145696855","3145696855","3145696855","430653493","-3","-2","6","-2","4","1","02031999","2","1","2","4","6","1","1","2","30","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"369534","1","1","1","-2","-2","-2","1","-2","EDUCATION AMERICA INC","2520 5TH AVE S","BILLINGS","MT","59101","YELLOWSTONE","111","30","7","JERRY WARREN","EXECUTIVE DIRECTOR","4062561000","4062561000","4062561000","841249779","-3","03012105","1","-2","4","1","02211999","5","2","2","3","3","1","2","2","40","2","8","1","1","2","2","2","2","40","2","A","-2","-2"
"369570","3","3","4","-2","-2","1","1","-2","CENTRAL OHIO SCHOOL OF DOG GROOMING INC","699 K HARRISBURG PIKE","COLUMBUS","OH","43223","FRANKLIN","49","39","3","ESTHER GOSNELL","OWNER","6142760656","-1","-1","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"366553","1","1","1","-2","-2","-2","1","-2","SOUTHWEST FLORIDA COLLEGE OF BUSINESS","1685 MEDICAL LN STE 200","FT MYERS","FL","339071108","LEE","71","12","5","GREGORY H JONES","PRESIDENT","9419394766","9419394766","9419394766","590972013","058207036","02278800","1","-2","4","2","02021999","5","2","2","3","3","1","2","2","40","18","1","0","14","2","2","2","2","-2","2","A","-2","-2"
"366571","1","1","1","-2","-2","-2","1","-2","ST LUKES METHODIST HOSPITAL SCHOOL OF RAD TECHN","1026 A AVE NE","CEDAR RAPIDS","IA","52402","CEDAR RAPIDS","113","19","4","DON LEONARD","EDUCATION DIRECTOR","-1","3193697097","3193697097","-1","878448083","00423300","1","-2","4","2","02011999","5","2","2","6","4","1","2","2","0","3","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"366580","1","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","1671 WORCESTER RD","FRAMINGHAM","MA","017015404","MIDDLESEX","17","25","1","DAVID MCGUIRE","DIRECTOR","5088796266","5088796266","5088796266","362061311","-3","00732703","1","-2","4","1","01211999","6","2","3","2","3","1","2","2","40","11","0","3","11","2","2","2","2","-2","3","A","-2","-2"
"366599","1","3","4","-2","-2","1","1","-2","CARROLLTON AREA VOCATIONAL TECHNICAL SCHOOL","305 E TENTH ST","CARROLLTON","MO","64633","CARROLL","33","29","4","JOE DANIELS","DIRECTOR","8165420000","8165420000","8165420000","446005261","-3","02511900","5","1","-2","-2","-2","7","3","1","1","2","1","2","2","0","-1","-1","-1","-1","2","2","2","2","-2","6","A","-2","-2"
"366605","1","1","1","1","366605","-2","1","-2","SOUTHWEST ACUPUNCTURE COLLEGE","2960 RODEO PARK DR W","SANTA FE","NM","87505","SANTA FE","49","35","6","ANTHONY ABBATE","PRESIDENT","5054388884","5054388884","5059883538","850307926","182398305","02622000","1","-2","4","1","02211999","3","1","3","2","7","2","1","2","20","0","0","1","3","2","2","2","2","53","2","A","-2","-2"
"366614","3","1","1","-2","-2","-2","1","-2","DRAKE BUSINESS SCHOOL","148 NEW DORP LN","STATEN ISLAND","NY","10306","NEW YORK","85","36","2","TOM HULL","DIRECTOR","7189809000","7189809000","7189809000","132663591","091579482","01191500","1","-2","4","1","02051999","9","3","3","2","2","1","2","2","0","9","0","4","15","2","2","2","2","-2","1","A","-2","-2"
"366623","1","1","1","-2","-2","-2","1","-2","OKLAHOMA NORTHWEST AREA VOCATIONAL TECHNICAL SCH","1801 S 11TH ST","ALVA","OK","73717","WOODS","151","40","6","FREELIN ROBERTS","SUPERINTENDENT","5803270344","5803270345","5803270344","731392914","039759147","02600000","1","-2","4","1","05171999","7","3","1","1","2","1","2","2","0","0","3","0","0","2","2","2","2","-2","6","A","-2","-2"
"366632","1","1","1","-2","-2","-2","1","-2","MERCER COUNTY AREA VOCATIONAL TECHNICAL SCHOOL","776 GREENVILLE RD","MERCER","PA","161370152","MERCER","85","42","2","RACHEL MARTIN","DIRECTOR OF VOCATION","4126623000","4126623000","4126623000","251206254","074997644","02362300","1","-2","4","1","05251999","7","3","1","1","2","1","2","2","0","4","0","0","1","2","2","2","2","-2","7","A","-2","-2"
"366650","1","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","10208 TECHNOLOGY DR","KNOXVILLE","TN","37932","KNOX","93","47","5","DAVE REYNOLDS","DIRECTOR","4236712800","4236712800","4236712800","362061311","618129076","03073400","1","-2","4","2","02231999","3","1","3","2","5","1","2","2","30","7","0","0","0","2","2","2","2","-2","4","A","-2","-2"
"366678","1","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","6330 HWY 290 E STE 150","AUSTIN","TX","78723","TRAVIS","453","48","6","JOHN A BYERS","DIRECTOR","5124676800","5124676800","5124676800","362061311","-3","00732902","1","-2","4","1","01211999","6","2","3","2","3","1","2","2","40","13","1","4","28","2","2","2","2","-2","1","A","-2","-2"
"366687","1","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","1640 EASTGATE DR STE 100","GARLAND","TX","75041","DALLAS","113","48","6","CARRIE AUSTIN","DIRECTOR","9722790500","9722790500","9722790500","-1","610528648","03087800","1","-2","4","1","02011999","6","2","3","2","3","1","2","2","40","21","0","1","23","2","2","2","2","40","3","A","-2","-2"
"366696","1","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","15621 BLUE ASH DR STE 160","HOUSTON","TX","770905818","HARRIS","201","48","6","DAVID D CHAMPLIN","DIRECTOR","2818730512","2818730512","2818730512","362061311","-3","00732903","1","-2","4","2","02011999","6","2","3","2","3","1","2","2","40","16","0","1","25","2","2","2","2","-2","1","A","-2","-2"
"366702","1","1","1","-2","-2","-2","1","-2","KELLER GRADUATE SCHOOL OF MANAGEMENT INC","2149 W DUNLAP AVE","PHOENIX","AZ","85021","MARICOPA","13","4","6","DEBORAH ROBIN","CENTER DIRECTOR","6028700117","6028700117","6028700117","-1","-3","02075401","1","-2","4","1","02211999","3","1","3","2","7","2","1","2","20","5","0","3","5","2","2","2","2","-2","1","A","-2","-2"
"366711","1","1","1","-2","-2","-2","1","-2","CALIFORNIA STATE UNIVERSITY-SAN MARCOS","333 S TWIN OAKS VALLEY RD","SAN MARCOS","CA","920960001","SAN DIEGO","73","6","8","ALEXANDER GONZALEZ","PRESIDENT","7607504000","7607504850","7607504800","-1","949353734","03011300","1","-2","4","2","02241999","1","1","1","1","7","1","1","2","20","4","2","7","17","2","2","2","2","21","3","A","-2","-2"
"366748","1","1","1","-2","-2","-2","1","-2","AMERICAN SCHOOL OF PROFESSIONAL PSYCHOLOGY-HAWAII","3465 WAIALAE AVE","HONOLULU","HI","968164510","HONOLULU","3","15","8","N MEGAHEDDELS","DEAN","8087350109","8087350109","8087350109","362855674","-3","02179905","1","-2","4","1","02211999","3","1","3","2","9","2","1","2","10","1","0","23","2","2","2","2","2","-2","1","A","-2","-2"
"366757","1","1","1","-2","-2","-2","1","-2","KELLER GRADUATE SCHOOL OF MANAGEMENT INC","11224 HOLMES RD","KANSAS CITY","MO","64131","CLAY","95","29","4","MICHAEL HAVERTY","REGIONAL MANAGER","8169410367","8169410367","8169410367","-1","-3","02075402","1","-2","4","1","02211999","3","1","3","2","7","2","1","2","20","9","0","3","1","2","2","2","2","-2","1","A","-2","-2"
"366775","1","3","4","-2","-2","1","1","-2","BAY RIDGE CHRISTIAN COLLEGE","3626 FM 2919","KENDLETON","TX","77451","FORT BEND","157","48","6","VERDA E BEACH","PRESIDENT","4095323982","4095323982","4095323982","-1","-3","03003700","5","-2","-2","-2","-2","5","2","2","6","4","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","7","A","-2","-2"
"366793","1","1","1","-2","-2","-2","1","-2","BAPTIST THEOLOGICAL SEMINARY AT RICHMOND","3400 BROOK RD","RICHMOND","VA","232274536","RICHMOND","159","51","5","THOMAS H GRAVES","PRESIDENT","8043558135","8043558135","8043558135","541510076","835965369","03116900","1","-2","4","2","02171999","2","1","2","6","9","2","1","1","11","1","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"366881","3","3","4","-2","-2","1","1","-2","COMMERCIAL DRIVER INSTITUTE INC","4939 HWY 78 W","OXFORD","AL","36203","CALHOUN","15","1","5","THOMAS J GAST","PRESIDENT","8008827364","2058318155","2058318155","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"366906","1","1","1","-2","-2","-2","1","-2","ARIZONA INSTITUTE OF BUSINESS AND TECHNOLOGY","4136 N 75TH AVE STE 211","PHOENIX","AZ","85033","MARICOPA","13","4","6","NANCY A WILLIAMS","DIRECTOR","6028498208","6028498208","6028498208","860372922","-3","02218802","1","-2","4","1","02211999","5","2","2","3","3","1","2","2","40","10","17","0","36","2","2","2","2","-2","1","A","-2","-2"
"366960","1","1","1","-2","-2","-2","1","-2","ANDON COLLEGE","1700 MCHENRY VILLAGE WAY","MODESTO","CA","95354","STANISLAUS","99","6","8","CRAIG WOOD","DIRECTOR OF OPERATIONS","2095718777","2095718777","2095718777","680205914","145929725","02306300","1","-2","4","1","02011999","6","2","3","2","3","1","2","2","40","6","2","1","33","2","2","2","2","-2","2","A","-2","-2"
"367024","1","1","1","-2","-2","-2","1","-2","HAMILTON COLLEGE","2300 EUCLID","DES MOINES","IA","50310","POLK","153","19","4","LINDA TOSSEY MOOY","DIRECTOR EXECUTIVE DEAN","5152790253","5152790253","5152790253","421359322","-3","00422002","5","-2","4","1","02011999","6","2","3","2","3","1","2","2","40","7","0","2","0","2","2","2","2","-2","2","A","-2","-2"
"367051","3","1","1","-2","-2","-2","1","-2","HAIRMASTERS INSTITUTE OF COSMETOLOGY","506 S MCCLUN ST","BLOOMINGTON","IL","61701","MCLEAN","113","17","3","JULIE A FRITZSCHE","CHIEF EXECUTIVE OFFICER","3098281884","3098276971","3098276971","371215194","607585833","03002000","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","15","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"367079","3","1","1","-2","-2","-2","1","-2","C-1 PROFESSIONAL TRAINING CENTER","6555 E 30TH ST","INDIANAPOLIS","IN","46219","MARION","97","18","3","CHRIS WELCH","PRESIDENT","3177912900","3177912900","3177912900","-1","-3","-2","6","-2","4","1","01281999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"367088","3","1","1","-2","-2","-2","1","-2","HAIR ARTS ACADEMY","933 N WALNUT","BLOOMINGTON","IN","47404","MONROE","105","18","3","MICHAEL V PORTER","GENERAL MANAGER","8123391117","8123391117","8123391117","351605900","166897983","02607000","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","5","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"367097","3","1","1","-2","-2","-2","1","-2","CENTER FOR TRAINING IN BUSINESS AND INDUSTRY","3300 CLINTON PKY CT","LAWRENCE","KS","66047","DOUGLAS","45","20","4","STEPHEN D KOBERLEIN","EXECUTIVE DIRECTOR","7858419641","7858419641","7858419641","481199558","155254014","02613000","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","-1","-1","-1","-1","2","2","2","2","-2","2","A","-2","-2"
"367103","3","3","4","-2","-2","1","1","-2","INTERACTIVE LEARNING SYSTEMS","11 SPIRAL DR BLDG 13 STE 8","FLORENCE","KY","41042","BOONE","15","21","5","MARCIA LOOS","DIRECTOR","6062828989","6062828989","6062828989","581706229","-3","02284306","1","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","0","4","0","0","2","2","2","2","-2","3","A","-2","-2"
"367112","3","1","1","-2","-2","-2","1","-2","CAREER TRAINING SPECIALISTS","1611 LOUISVILLE AVE","MONROE","LA","71201","OUACHITA","73","22","5","LLOYDELLE W HOPKINS","PRESIDENT","3183232889","3183232889","3183232889","721132608","604640292","02606800","1","-2","4","1","01121999","9","3","3","2","1","1","2","2","0","56","0","0","1","2","2","2","2","-2","2","A","-2","-2"
"367130","3","1","1","-2","-2","-2","1","-2","BLAINE THE BEAUTY CAREER SCHOOL","231 CENTRAL ST","LOWELL","MA","01852","MIDDLESEX","17","25","1","HENRI R BLAINE","PRESIDENT","6172667678","5084599959","5084599959","042381240","173850470","02092200","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","5","0","3","45","2","2","2","2","-2","2","A","-2","-2"
"367158","3","1","1","-2","-2","-2","1","-2","ROSS MEDICAL EDUCATION CENTER","2495 ELIZABETH LAKE RD","WATERFORD","MI","48328","OAKLAND","125","26","3","CHRIS OSSENMACHER","PRESIDENT","2486831166","2486831166","2486831166","382018808","-3","02180104","1","-2","4","1","01121999","9","3","3","2","1","1","2","2","0","20","5","0","5","2","2","2","2","-2","3","A","-2","-2"
"367167","3","1","1","-2","-2","-2","1","-2","VIRGINIA FARRELL BEAUTY SCHOOL","24502 W 7 MILE RD","DETROIT","MI","48219","WAYNE","163","26","3","PAULINE DRACE","PRESIDENT","3134249123","2484249123","2484249123","381249568","183020015","00973600","1","-2","4","1","01121999","9","3","3","2","2","1","2","2","0","99","0","0","0","2","2","2","2","-2","1","A","-2","-2"
"367176","3","1","1","-2","-2","-2","1","-2","VIRGINIA FARRELL BEAUTY SCHOOL","33425 FIVE MILE RD","LIVONIA","MI","48154","WAYNE","163","26","3","PAULINE DRACE","PRESIDENT","2484249123","2484249123","2484249123","381249568","615376365","02498300","1","-2","4","1","01121999","9","3","3","2","2","1","2","2","0","56","0","0","0","2","2","2","2","-2","3","A","-2","-2"
"367194","1","1","1","-2","-2","-2","1","-2","MUSICIANS TECHNICAL TRAINING CENTER","304 WASHINGTON AVE N","MINNEAPOLIS","MN","55401","HENNEPIN","53","27","4","JACK MCNALLY","PRESIDENT","6123380175","6123380175","6123380175","411540201","193189792","03001200","1","-2","4","1","02011999","6","2","3","2","3","1","2","2","40","9","2","2","4","2","2","2","2","-2","1","A","-2","-2"
"367228","3","3","4","-2","-2","1","1","-2","COMMERCIAL DRIVER INSTITUTE INC","PO BOX 2664","GULFPORT","MS","39505","HARRISON","47","28","5","THOMAS J GAST","PRESIDENT","6018633812","6018633812","6018633812","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"367246","3","3","4","-2","-2","1","1","-2","COMMERCIAL DRIVER INSTITUTE INC","PO BOX 1815","MURFREESBORO","TN","37129","RUTHERFORD","149","47","5","THOMAS J GAST","PRESIDENT","6158952070","6158952070","6158952070","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
