unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,unitidx,sector,iclevel,control,affil,hloffer,fpoffer,"formrt",resplast,respstat,"addr","zip","countynm",congdist,gentele,"chfnm","chftitle"
"262493","NATIONAL TELLER SCHOOL INC","DENVER","CO","8","7","","","","9","3","3","2","1","","3","1","1","6000 E EVANS AVE BLDG 3 #366","80222","","","3036919510","BETH P EYRICH","DIRECTOR"
"262509","HERITAGE COLLEGE OF HEALTH CAREERS INC","DENVER","CO","8","7","","","","9","3","3","2","1","","3","1","1","12 LAKESIDE LANE","80212","JEFFERSON","5","3034777240","RUBY HEROLD","ADMINISTRATOR"
"262518","COLORADO LOCKSMITH COLLEGE INC","WESTMINSTER","CO","8","7","","","","9","3","3","2","1","","3","1","3","4991 W 80TH AVE","80030","ADAMS","","3034277773","HOWARD SMITH","PRESIDENT"
"262536","A J EDUCATIONAL SERVICES INC","WESTMINSTER","CO","8","7","","","","9","3","3","2","1","","3","1","1","3030 W 81ST AVE #3","80030","ADAMS","","3034266443","DUANE LYMAN","V P"
"262545","THE CAREER INSTITUTE","WILMINGTON","DE","10","2","","","","9","3","3","2","1","","3","1","1","711 MARKET ST MALL","19801","WILMINGTON","","2155613800","EVE COREY","EXECUTIVE DIR"
"262554","DELAWARE SCHOOL OF REAL ESTATE","WILMINGTON","DE","10","2","","","","9","3","3","2","1","","3","1","1","2115 CONCORD PIKE","19803","NEW CASTLE","","3026564457","DONALD P. ASH","CHIEF ADMIN"
"262572","MAS AIVLIS ACADEMY OF COSMETOLOGY","WILM","DE","10","2","","","","9","3","3","2","2","","3","1","1","216 E 22ND ST","19802","NEW CASTLE","1","3026527370","SYLVIA J MACK","OWNER"
"262581","COUNTRYSIDE CHRISTIAN TRAINING CENTER","CLEARWATER","FL","12","5","","","","5","2","2","6","4","","2","1","1","1850 MCMULLEN BOOTH ROAD","34619","PINELLAS","","8137991618","JOHN A LLOYD","FOUNDER"
"262590","LEESBURG BIBLE COLLEGE","LEESBURG","FL","12","5","","","","5","2","2","6","4","","2","1","1","1335 NORTH SHORE DRIVE","34748","LAKE","","9047876833","CHRISTOPHER B WARD","PRESIDENT"
"262624","MIDLAND CAREER INSTITUTE INC","HAMMOND","IN","18","3","","","","9","3","3","2","2","","3","1","1","5141 HOHMAN AVE","46320","LAKE","","2199330400","ALAN P FROST","PRESIDENT"
"262651","FRANK'S SCHOOL OF BARBERING & HAIRSTYLING","BOWLING GREEN","KY","21","5","","","","9","3","3","2","1","","3","1","1","332 COLLEGE STREET","42101","WARREN","2","5027823261","FRANK W BUSH","DIRECTOR"
"262660","THE HAIR DESIGN SCHOOL","LOUISVILLE","KY","21","5","","","","9","3","3","2","2","","3","1","1","1049 BARDSTOWN ROAD","40204","JEFFERSON","3","5024910077","JANET ROWLAND",""
"262679","HEALTH CARE TRAINING INC","PARIS","KY","21","5","","","","9","3","3","2","1","","3","1","1","55 HUME BEDFORD RD","40361","BOURBON","6","6069876967","DONNA C GRIGGS",""
"362694","POLYTECHNICAL INSTITUTE OF FLORIDA","MIAMI","FL","12","5","","","","8","3","2","3","2","","3","1","1","1405 SW 107TH AVE SUITE #201C","33174","DADE","16","3052268099","IVAN CURIEL","PRESIDENT"
"362700","SUNSTATE COLLEGE OF HAIR DESIGN","FT MYERS","FL","12","5","","","","9","3","3","2","1","","3","1","1","2418 COLONIAL BLVD","33907","LEE","13","8132781311","KENNETH F STONE","V PRES"
"362728","TAI TRAVEL ACADEMY","LEXINGTON","KY","21","5","","","","9","3","3","2","1","","3","1","1","171-K WEST LOWRY LANE","40503","FAYETTE","6","6062780543","JAMES A TAYLOR","OWNER"
"362737","TELEPHONY TECHNOLOGY INTERNATIONAL, INC","ASHLAND","KY","21","5","","","","9","3","3","2","1","","3","1","1","1552 WOLOHAN DR","41102","BOYD","7","6069288168","BALLARD PENNINGTON","PRESIDENT"
"362746","KENTUCKY SCHOOL OF FINANCIAL EDUCATION","LOUISVILLE","KY","21","5","","","","9","3","3","2","1","","3","1","1","1930 BISHOP LANE SUITE 720     WATTERSON TOWERS","402181925","JEFFERSON","3","5024517615","J MARTIN GOSSMAN","DIRECTOR"
"362782","ELIZABETH GRADY SCHOOL OF ESTHETICS","BOSTON","MA","25","1","","","","9","3","3","2","2","","3","1","1","20 NEWBURY ST","2116","SUFFOLK","","6172620181","CARLA GIACCHETTO","DIRECTOR"
"362816","BENNETT SCHOOL OF TRAVEL","ELLICOTT CITY","MD","24","2","","","","9","3","3","2","1","","3","1","1","8659 BALTIMORE NATIONAL PIKE","21043","HOWARD","","3014658555","CLIFF HUGHES","DIR"
"362825","CHAMPION INSTITUTE OF REAL ESTATE","SEVERNA PARK","MD","24","2","","","","9","3","3","2","1","","3","1","1","541 B BALTIMORE ANNAPOLIS BLVD","21146","ANNE ARUNDEL","4","3015446004","KAREN KILHEFFER","VICE PRESIDENT"
"362843","MERCY MEDICAL CENTER DIETETIC INTERNSHIP PROGRAM","BALTIMORE","MD","24","2","","","","8","3","2","4","2","","3","1","1","301 ST PAUL PLACE","21202","BALTIMORE","","3013329307","MARY THOMAS ZINKAND","PRESIDENT"
"362861","PTC CAREER INSTITUTE","BALTIMORE","MD","24","2","","","","9","3","3","2","1","","3","1","1","201 EAST BALTIMORE STREET","21202","BALTIMORE","","4105472611","RICHARD FRIEDBURG","PRESIDENT"
"362898","TOWN & COUNTRY SCHOOL OF REAL ESTATE","N BETHESDA","MD","24","2","","","","9","3","3","2","1","","3","1","1","11401 WOODGLEN DR","20852","MONTGOMERY","","3014681700","CLAIRE A KARNAS","DIRECTOR"
"362940","AMERICAN EDUCATION CENTERS","GRANDVILLE","MI","26","3","","","","9","3","3","2","1","","3","1","1","4339 CANAL ST SW","49418","GRAND RAPIDS","5","6165311600","MOLLY K SELLMAN","EX DIRECTOR"
"362959","ANTHONY'S BEAUTY ACADEMY","ROSEVILLE","MI","26","3","","","","9","3","3","2","2","","3","1","1","16190 13 MILE ROAD","48066","MACOMB","","3137717400","MR ANTHONY","OWNER"
"362977","HIGH-TECH LEARNING, INC","WARREN","MI","26","3","","","","9","3","3","2","1","","3","1","1","7531 E 8 MILE RD","48091","MACOMB","","3137586060","HAROLD E WEINER","PRESIDENT"
"363004","NORTH WEST BEAUTY COLLEGE","OAK PARK","MI","26","3","","","","9","3","3","2","2","","3","1","1","22128 COOLIDGE","48237","OAKLAND","","3135414780","MARION LEVINE","PRESIDENT/OWNER"
"363013","ROSS MEDICAL EDUCATION CENTER","JACKSON","MI","26","3","","","","9","3","3","2","2","","3","1","1","301 FRANCIS STREET","49201","JACKSON","","5177827677","CHRIS OSSENMACHER","PRESIDENT"
"363031","ROSS TECHNICAL INSTITUTE","NORTH MIAMI","FL","12","5","","","","9","3","3","2","2","","3","1","1","839 N W 119TH STREET","33168","DADE","17","3057693991","CHRIS OSSENMACHER","PRESIDENT"
"363040","MISSOURI VOCATIONAL CENTER","ST CHARLES","MO","29","4","","","","9","3","3","2","1","","3","1","3","1360 S FIFTH STREET","63301","ST CHARLES","","3149477066","JAMES R LONG","DIRECTOR"
"363068","PORTSMOUTH BEAUTY DBA/MR NORMAN'S COSMETOLOGY SCH","ROCHESTER","NH","33","1","","","","9","3","3","2","2","","3","1","1","50 NORTH MAIN STREET","038671905","STRAFFORD","1","6033328493","FRANCIS A NARDELLO","ADMINISTRATOR"
"363077","CAPRI INSTITUTE OF HAIR DESIGN","CLIFTON","NJ","34","2","","","","9","3","3","2","1","","3","1","3","1595 MAIN AVE","07011","PASSAIC","8","8002322774","BRIDGET DAMIANO","DIRECTOR"
"363101","TRAVEL SCHOOL OF BOULDER","BOULDER","CO","8","7","","","","9","3","3","2","1","","3","1","1","1745 15TH STREET","80302","BOULDER","","3034442799","BEVERLY STRAND","DIRECTOR"
"363110","REAL ESTATE TRAINING CENTER","WHEAT RIDGE","CO","8","7","","","","9","3","3","2","1","","3","1","3","4380 HARLAN ST","80033","JEFFERSON","","3034219078","DICK WILLIAMS","PRES"
"363138","AMERICAN TRAVEL EDUCATION CENTER","INDEPENDENCE","OH","39","3","","","","9","3","3","2","1","","3","1","1","6000 WEST CREEK ROAD  STE 32","44131","CUYAHOGA","","2164473028","HARVEY SUGARMAN","ADMIN"
"363147","RAPHAEL'S SCHOOL OF BEAUTY CULTURE","SALEM","OH","39","3","","","","9","3","3","2","2","","3","1","1","330 E STATE ST","44460","COLUMBIANA","","2163325407","JACQUILYN EUSANIO","PRESIDENT"
"363156","WOOSTER BUSINESS COLLEGE","AKRON","OH","39","3","904863","","","9","3","3","2","2","","3","1","1","39-E MARKET","44308","SUMMIT","14","2164340000","RAHMAT TAVALLALI","DIR"
"363165","METRO TECH VOCATIONAL TECHNICAL CENTER","OKLAHOMA CITY","OK","40","6","","","","4","2","1","1","4","","2","1","1","1900 SPRINGLAKE DR","73111","OKLAHOMA","4","4054248324","BILL PHILLIPS","SUPERINTENDENT"
"363174","NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL","PHILADELPHIA","PA","42","2","","","","9","3","3","2","1","","3","1","1","3715 EAST THOMPSON STREET","191371483","PHILADELPHIA","3","2152887800","JAMES M LAMERS",""
"363192","CHRIS LOGAN CAREER COLLEGE","SUMTER","SC","45","5","","","","9","3","3","2","2","","3","1","1","256 SOUTH PIKE RD","29150","SUMTER","","8037752667","CHRIS LOGAN","OWNER"
"363217","STAR COLLEGE OF COSMETOLOGY","LONGVIEW","TX","48","6","","","","9","3","3","2","2","","3","1","1","700 E WHALEY","75601","GREGG","4","2147588611","M SHIRLEY","OWNERS"
"239877","STATE COLLEGE OF BEAUTY CULTURE","WAUSAU","WI","55","3","","","","9","3","3","2","2","","3","1","1","527-1/2 WASHINGTON STREET","54401","WAUSAU","7","4144537430","ERVIN LA SAGE","PRESIDNT"
"239901","STEVENS POINT CENTRAL BEAUTY ACADEMY","STEVENS POINT","WI","55","3","","","","9","3","3","2","2","","3","1","1","3017 CHURCH STREET","54481","","","7153418050","",""
"239910","SOUTHWEST WISCONSIN TECHNICAL COLLEGE","FENNIMORE","WI","55","3","7669","","","4","2","1","1","4","","2","1","3","HIGHWAY 18 EAST","53809","GRANT","3","6088223262","RICHARD ROGERS","PRESIDENT"
"239929","STRATTON COLLEGE","MILWAUKEE","WI","55","3","5009","","","6","2","3","2","3","","2","1","1","1300 NORTH JACKSON STREET","532022608","MILWAUKEE","5","4142765200","MARITZA SAMOORIAN","PRESIDENT"
"239938","SYLVANIA AERO ENTERPRISES","STURTEVANT","WI","55","3","","","","9","3","3","2","1","","3","1","1","2624 S SYLVANIA AVENUE","53177","RACINE","","4148862517","ROBERT S DEMSKI","VICE PRES"
"239956","TELLER TRAINING INSTITUTE","MILWAUKEE","WI","55","3","","","","9","3","3","2","1","","3","1","1","744 NORTH FOURTH ST.,SUITE 530","53203","MILWAUKEE","","4142737666","DONALD F HUEBLER","EXEC DIR"
"239965","THEDA CLARK REGIONAL MEDL CTR/SCH OF X-RAY TECHN","NEENAH","WI","55","3","","","","5","2","2","3","4","","2","1","1","130 SECOND STREET","54956","WINNEBAGO","6","4147293130","PAUL E. MACEK","PRESIDENT"
"240000","TRAVEL INSTITUTE INC","RACINE","WI","55","3","","","","9","3","3","2","1","","3","1","1","5801 WASHINGTON AVENUE","53406","RACINE","","4148866187","CARLENE KOLBE","PRESIDENT"
"240019","TRAVEL LEARN","MADISON","WI","55","3","","","","9","3","3","2","1","","3","1","1","2701-C UNVERSITY AVENUE","53705","DANE","2","6082336666","DIANE L. RUPPERT","PRESIDENT/DIR"
"240037","TRAVEL TRAIN","OSHKOSH","WI","55","3","","","","9","3","3","2","1","","3","1","1","21 WAUGOO AVENUE","54901","","","4144963880","",""
"240046","TWIN PORTS FLYING SERVICE","SUPERIOR","WI","55","3","","","","9","3","3","2","1","","3","1","3","4804 HAMMOND AVENUE","54880","","","7153946444","",""
"240055","UNIVERSITY OF WISCONSIN CENTERS","MADISON","WI","55","3","3897","","","4","2","1","1","4","","2","1","1","150 E GILMAN P O BOX 8680","537088680","DANE COUNTY","2","6082621783","ARTHUR KAPLAN","ACTING CHANC"
"240073","UNIVERSAL ACADEMY OF HAIR DESIGN","BROOKFIELD","WI","55","3","","","","9","3","3","2","2","","3","1","1","13915 W NORTH AVE","53005","WAUKESHA","","4147898720","ROBERT T ZUBEK","PRESIDENT"
"240107","VITERBO COLLEGE","LA CROSSE","WI","55","3","3911","","","2","1","2","4","7","","1","1","1","815 SOUTH 9TH","54601","LA CROSSE","3","6087910040","DR. WILLIAM MEDLAND","PRESIDENT"
"240116","CHIPPEWA VALLEY TECHNICAL COLLEGE","EAU CLAIRE","WI","55","3","5304","","","4","2","1","1","3","","2","1","1","620 W CLAIREMONT AVENUE","54701","EAU CLAIRE","3","7158336211","NORBERT WURTZEL","DISTRICT DIR"
"240125","WAUKESHA COUNTY TECHNICAL COLLEGE","PEWAUKEE","WI","55","3","9258","","","4","2","1","1","4","","2","1","1","800 MAIN STREET","53072","WAUKESHA","98","4146915566","RICHARD T ANDERSON","DISTRICT DIR"
"240161","WEST BEND AIR INC","WEST BEND","WI","55","3","","","","9","3","3","2","2","","3","1","1","PO BOX 409","53095","WASHINGTON","","4143345603","CRAIG D DEVENPORT","PRES"
"240170","WESTERN WISCONSIN TECHNICAL COLLEGE","LA CROSSE","WI","55","3","3840","","","4","2","1","1","4","","2","1","1","304 N 6TH ST PO BOX 908","546020908","LA CROSSE","3","6087859200","J. LEE RASCH, PHD.","DIR/PRESIDENT"
"240189","UNIVERSITY OF WISCONSIN-WHITEWATER","WHITEWATER","WI","55","3","3926","","","1","1","1","1","7","","1","1","1","800 WEST MAIN","53190","WALWORTH","","4144721234","H. GAYLON GREENHILL","CHANCELLOR"
"240198","WISCONSIN INDIANHEAD TECHNICAL COLLEGE","SHELL LAKE","WI","55","3","11824","","","4","2","1","1","4","","2","1","1","505 PINE RIDGE DR HCR69 BOX 10B","54871","WASHBURN","7","7154682815","DAVID HILDEBRAND","DISTRICT DIR"
"240213","WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY","MILWAUKEE","WI","55","3","22713","","","2","1","2","3","9","","1","1","3","9120 WEST HAMPTON AVE","53225","","4","4144649777","HOWARD HAVEN","DEAN"
"240222","WISCONSIN SCHOOL OF PROFESSIONAL PET GROOMING","OKAUCHEE","WI","55","3","","","","9","3","3","2","1","","3","1","1","34917 WISCONSIN AVE.,P.O. BOX 175","53069","WAUKESHA","","4145699492","DELORES LILLGE","ADMINISTRATOR"
"240240","WISCONSIN COLLEGE OF COSMETOLOGY, INCORPORATED","GREEN BAY","WI","55","3","","","","9","3","3","2","2","","3","1","1","417 PINE STREET","54301","BROWN","8","4144379632","PATSY R NICKEL","PRESIDENT"
"240268","UNIVERSITY OF WISCONSIN-EAU CLAIRE","EAU CLAIRE","WI","55","3","3917","","","1","1","1","1","8","","1","1","1","PARK AND GARFIELD","54701","EAU CLAIRE","3","7158362637","LARRY SCHNACK","CHANCELLOR"
"240277","UNIVERSITY OF WISCONSIN-GREEN BAY","GREEN BAY","WI","55","3","3899","","","1","1","1","1","7","","1","1","1","2420 NICOLET DRIVE","543117001","BROWN COUNTY","8","4144652207","DAVID OUTCALT","CHANCELLOR"
"240329","UNIVERSITY OF WISCONSIN-LA CROSSE","LA CROSSE","WI","55","3","3919","","","1","1","1","1","7","","1","1","1","1725 STATE STREET","546019959","LA CROSSE","3","6087858000","JUDITH L. KUIPERS","CHANCELLOR"
"240338","WISCONSIN LUTHERAN COLLEGE","MILWAUKEE","WI","55","3","21366","","","2","1","2","6","6","","1","1","1","8830 WEST BLUEMOND ROAD","53226","MILWAUKEE","1","4147748620","GARY GREENFIELD","PRESIDENT"
"240347","WISCONSIN LUTHERAN SEMINARY","MEQUON","WI","55","3","","","","2","1","2","6","7","1","1","3","3","11831 N SEMINARY DR 65W","53092","OZAUKEE","9","4142427200","ARMIN PANNING","PRESIDENT"
"240356","WISCONSIN OPERATING ENGINEERS SKILL IMPROVEMENT","COLOMA","WI","55","3","","","","9","3","3","2","2","","3","1","1","RT 1 BOX 60","54930","","","7152284911","J D WARWICK","TRAINING DIR"
"240365","UNIVERSITY OF WISCONSIN-OSHKOSH","OSHKOSH","WI","55","3","9630","","","1","1","1","1","7","","1","1","1","800 ALGOMA BOULEVARD","54901","WINNEBAGO","6","4144241234","JOHN E KERRIGAN","CHANCELLOR"
"240374","UNIVERSITY OF WISCONSIN-PARKSIDE","KENOSHA","WI","55","3","5015","","","1","1","1","1","7","","1","1","1","BOX 2000","53141","KENOSHA","1","4145532573","SHEILA KAPLAN","CHANCELLOR"
"240383","WISCONSIN REAL ESTATE INSTITUTE, INC","LA CROSSE","WI","55","3","","","","9","3","3","2","2","","3","1","1","122 NORTH SEVENTH ST","54601","","","6087851111","",""
"240392","WISCONSIN SCHOOL OF ELECTRONICS","MADISON","WI","55","3","9621","","","6","2","3","2","3","","2","1","1","1227 NORTH SHERMAN AVENUE","53704","DANE","","6082496611","DONALD G MADELUNG","VICE PRES DIREC"
"240408","WISCONSIN SCHOOL OF REAL ESTATE","MILWAUKEE","WI","55","3","","","","9","3","3","2","1","","3","1","1","8550 W NATIONAL","53227","","","4145432300","",""
"240417","UNIVERSITY OF WISCONSIN-STOUT","MENOMONIE","WI","55","3","3915","","","1","1","1","1","8","","1","1","1","","54751","MENOMONIE","3","7152321431","CHARLES SORENSEN","CHANCELLOR"
"240426","UNIVERSITY OF WISCONSIN-SUPERIOR","SUPERIOR","WI","55","3","3925","","","1","1","1","1","8","","1","1","1","1800 GRAND AVE","54880","DOUGLAS","7","7153948365","BETTY J. YOUNGBLOOD",""
"240435","UNIVERSITY OF WISCONSIN-SYSTEM ADMINISTRATION","MADISON","WI","55","3","3894","","","0","0","0","","","","1","1","1","1220 LINDEN DRIVE","53706","DANE","2","6082621234","KATHARINE LYALL","ACTING PRES"
"240444","UNIVERSITY OF WISCONSIN-MADISON","MADISON","WI","55","3","3895","","","1","1","1","1","9","1","1","1","1","500 LINCOLN DRIVE","53706","DANE","2","6082621234","DONNA SHALALA","CHANCELLOR"
"240453","UNIVERSITY OF WISCONSIN-MILWAUKEE","MILWAUKEE","WI","55","3","3896","","","1","1","1","1","9","","1","1","1","P O BOX 413","53201","MILWAUKEE","5","4142294444","JOHN SCHROEDER","CHANC"
"240462","UNIVERSITY OF WISCONSIN-PLATTEVILLE","PLATTEVILLE","WI","55","3","3921","","","1","1","1","1","7","","1","1","1","725 WEST MAIN STREET","53818","GRANT","3","6083421421","WILLIAM CHMURNY","CHANCELLOR"
"240471","UNIVERSITY OF WISCONSIN-RIVER FALLS","RIVER FALLS","WI","55","3","3923","","","1","1","1","1","7","","1","1","1","410 S 3RD ST","54022","PIERCE COUNTY","3","7154253913","GARY THIBODEAU","CHANCELLOR"
"240480","UNIVERSITY OF WISCONSIN-STEVENS POINT","STEVENS POINT","WI","55","3","3924","","","1","1","1","1","7","","1","1","1","MAIN ST","54481","PORTAGE","7","7153464301","KEITH SANDERS","CHANCELLOR"
"240499","CASPER AIR SERVICE","CASPER","WY","56","7","","","","9","3","3","2","2","","3","1","1","HGR 3 NATRONA CTY INTL AIRPORT","82604","NATRONA","1","3074723400","THOMAS RICKERT","VP"
"240505","CASPER COLLEGE","CASPER","WY","56","7","3928","","","4","2","1","1","3","","2","1","1","125 COLLEGE DRIVE","82601","NATRONA COUNTY","1","3072682110","LEROY STRAUSNER","PRESIDENT"
"240514","CENTRAL WYOMING COLLEGE","RIVERTON","WY","56","7","7289","","","4","2","1","1","4","","2","1","1","2660 PECK AVENUE","82501","FREMONT","1","3078569291","JO ANNE MCFARLAND","PRESIDENT"
"240523","CERTIFIED WELDING & TRADE SCHOOL OF WY, INC","CASPER","WY","56","7","","","","9","3","3","2","1","","3","1","1","7030 SALT CREEK RT BOX 7","82601","NATRONA","1","3072662066","DAVID P LONG","DIRECTOR"
"240532","CLASSIC SCHOOL OF HAIR DESIGN","LARAMIE","WY","56","7","","","","9","3","3","2","2","","3","1","1","2133 GARFIELD ST","82070","ALBANY","1","3077424477","LARRY CALDWELL","INSTRUCTOR"
"240541","COLLEGE OF COSMETOLOGY","GILLETTE","WY","56","7","","","","9","3","3","2","2","","3","1","1","1211 DOUGLAS HWY SUITE E2","82716","CAMPBELL","","3076820242","JOY CLEVENGER","OWNER"
"240569","CHEYENNE AERO TECH","CHEYENNE","WY","56","7","","","","6","2","3","2","4","","2","1","1","3801 MORRIE AVENUE","82001","LARAMIE","1","3076321090","JANICE COBLE","EXECUTIVE DIR"
"240578","COSMETIC ARTS & SCIENCES","CASPER","WY","56","7","","","","9","3","3","2","2","","3","1","1","PO BOX 1933","82602","NATRONA","1","3072349181","ADA GREENWOOD","PRES"
"240596","EASTERN WYOMING COLLEGE","TORRINGTON","WY","56","7","3929","","","4","2","1","1","4","","2","1","1","3200 WEST C STREET","82240","GOSHEN","1","3075327111","ROY B MASON","PRESIDENT"
"240620","LARAMIE COUNTY COMMUNITY COLLEGE","CHEYENNE","WY","56","7","9259","","","4","2","1","1","4","","2","1","1","1400 EAST COLLEGE DRIVE","82007","LARAMIE COUNTY","1","3077785222","ED BOENISCH","INTERIM PRES"
"240639","MODERN TREND BEAUTY SCHOOL","CHEYENNE","WY","56","7","","","","9","3","3","2","2","","3","1","1","1620 THOMES","82001","LARAMIE","","3076384185","DEBORAH A GREENBERG","PRESIDENT"
"240648","CAREER DEVELOPMENT CENTER","GILLETTE","WY","56","7","","","","4","2","1","1","3","","2","1","1","525 W LAKEWAY SUITE 107","82716","CAMPBELL","","3076862160","GERALD E BROCK","ASST. DEAN"
"240657","NORTHWEST COMMUNITY COLLEGE","POWELL","WY","56","7","3931","","","4","2","1","1","4","","2","1","1","231 WEST 6TH STREET","82435","PARK COUNTY","1","3077546111","JOHN P. HANNA","PRESIDENT"
"240666","SHERIDAN COLLEGE","SHERIDAN","WY","56","7","3930","","","4","2","1","1","4","","2","1","1","P O BOX 1500","82801","SHERIDAN","1","3076746446","STEPHEN J MAIER","PRESIDENT"
"240693","WESTERN WYOMING COMMUNITY COLLEGE","ROCK SPRINGS","WY","56","7","3933","","","4","2","1","1","4","","2","1","1","P O BOX 428","82902","SWEETWATER COUNTY","","3073821600","TEX BOGGS","PRESIDENT"
"240709","WRIGHT BEAUTY ACADEMY","CHEYENNE","WY","56","7","","","","9","3","3","2","2","","3","1","1","207 W 18 ST","82001","LARAMIE","1","3076378700","ARVIND K SINHA","PRES"
"240718","PHILLIPS COLLEGES TECHNICAL INSTITUTE","LARAMIE","WY","56","7","9157","","","6","2","3","2","3","","2","1","1","PO BOX 906 N ON HI-WAY 30","82070","ALBANY","","3077423776","RAYMOND C GAUTHIER","PRESIDENT"
"240727","UNIVERSITY OF WYOMING","LARAMIE","WY","56","7","3932","","","1","1","1","1","9","1","1","1","1","OLD MAIN ROOM 321 P O BOX 3314","820713314","ALBANY","","3077661121","TERRY ROARK","PRESIDENT"
"240736","AMERICAN SAMOA COMMUNITY COLLEGE","PAGO PAGO","AS","60","9","10010","","","4","2","1","1","4","","2","1","3","P O BOX 2609","96799","","","6846999155","SAEU SCANLAN","PRESIDENT"
"240745","GUAM COMMUNITY COLLEGE","GUAM MAIN FAC","GU","66","9","29271","","","4","2","1","1","3","","2","1","1","P O B 23069","96921","","","6717344311","JOHN T CRUZ","PRESIDENT"
"240754","UNIVERSITY OF GUAM","MANGILAO","GU","66","9","3935","","","1","1","1","1","7","","1","1","1","UOG STATION","96923","","","6717349420","GUERRERO","PRESIDENT"
"240763","INTERNATIONAL BUSINESS COLLEGE","AGANA","GU","66","9","","","","9","3","3","2","2","","3","1","1","P O BOX 3783","96910","","","6716466901","GERALD B. SCHEMMEL","DIRECTOR"
