unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"236504","2","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","","","","","","1","1","1","1","","","1","1","1","","1","","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","","",""
"236513","2","1","","","1","","","1","1","1","1","1","1","1","1","1","1","2","","","","1","","","","","","","1","1","1","","","","1","1","1","1","1","","","1","1","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"236531","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","1","1","1","1","","","2","235547","",""
"236559","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","1","","1","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"236577","2","1","1","1","1","","","1","","1","","1","1","","","","","2","","","","1","","1","1","1","1","","1","","1","","1","","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"236595","2","1","","","1","","","1","","","","1","1","","","","","2","","","","1","1","1","1","1","1","","","","1","","","","1","1","","","","","","","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"236610","2","1","","1","1","","","1","1","1","","1","1","1","1","","1","2","","","","","","","","","","","1","","","1","","","1","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236638","2","1","","","1","","","1","","1","1","","1","","","1","","1","1","","","1","","","","","","","1","1","1","1","","","1","1","1","","1","","","1","1","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"236647","","1","","","","","","1","","","","","","","","","","2","","","","","","","","","1","","","","","1","1","","1","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"236656","2","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","1","1","","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"236665","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","1","1","1","1","","1","","","","","","1","","","","","","","","","1","","","","","","","","3","","",""
"236674","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"236692","2","1","","","1","","","1","","","","1","1","","","","1","1","1","","","1","","","","","","","1","1","1","1","","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236708","2","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","1","1","1","1","","","","","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236717","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"236744","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"236753","2","1","","","1","","","1","1","1","","","1","1","1","","","2","","","","1","","","","","","","1","1","1","","","","1","1","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236799","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"236823","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","1","","",""
"236878","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","","1","","",""
"236887","2","1","","","1","","","1","1","1","","1","1","1","1","","1","2","","","","1","","1","1","1","1","1","1","","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"236896","2","1","1","1","","","","1","","","","1","","","","","","2","","","","1","","1","","1","","","","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","1","1","1","","1","","",""
"236911","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","1","","1","","","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"236939","1","1","1","1","1","","","1","","","","1","1","","","","1","2","","","","1","","1","1","1","1","","1","","1","","1","","1","1","1","1","1","","","","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236948","2","1","","1","1","1","","1","","","","","1","","","","","2","","","","","1","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","1","","",""
"236957","7","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"236975","2","1","","","","","","1","","1","","1","1","1","1","","1","2","","","","1","","","","","","","1","1","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","","","","1","","","1","","",""
"236984","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"236993","2","1","1","","","","","1","","","","","","","","","","2","","","","1","","1","","1","","","","","","","","","1","1","","","","","","","","","","","","","","1","1","1","","","","","","3","","",""
"237011","2","1","","1","1","","","1","","1","","1","1","","1","","1","2","","","","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","1","1","","1","1","1","1","1","1","1","1","","1","","",""
"237039","2","1","","","1","","","1","","","","1","1","","","","1","2","","","","","","","","","","","","","1","1","","","1","1","1","","","","","","","","","","","1","1","1","1","","1","1","1","1","","1","","",""
"237057","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","","","","1","","","","","","","","","","","","1","","1","1","","1","1","1","","","1","","",""
"237066","4","1","1","1","1","","","1","","","","1","1","","","","","1","1","","","1","1","1","1","1","","","1","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"237109","2","1","","","1","","","1","1","1","","1","1","","1","","","2","","","","","","","","","","","1","1","1","","","","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"237118","1","1","","","","","","1","","1","","1","","","","","","2","","","","1","1","1","1","1","","","","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"237127","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"237136","1","1","","","1","","","1","","","","1","1","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","1","1","1","","1","","","1","","","1","","",""
"237145","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","","","","","","1","","","1","","",""
"237154","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","","1","","","","","1","","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"237172","7","1","","","","","","","","1","","","","","","","","2","","","","","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"237181","4","1","","1","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"237190","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","","","","","","1","","","1","","",""
"237206","7","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","","","1","","","1","","","","","","","","","","","","","1","1","","","","","","","","1","","",""
"237215","1","1","","","1","","","1","1","1","","1","1","","","","1","2","","","","1","","1","","1","","","1","","1","","","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"237224","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","1","1","","","","","","","","","","","","","1","1","","1","1","1","1","","","1","","",""
"237242","7","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","1","","","","","","1","1","1","1","","","1","1","","3","","",""
"237251","2","1","","","","","","1","","","","","","","","","","2","","","","1","1","","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"237288","6","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"237303","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"237312","1","1","","","1","","","1","","1","1","","1","","","","","1","1","","","1","1","1","1","1","","","1","","1","","","","1","1","1","1","","","","","","","","","","1","1","1","1","1","","","","","","1","","",""
"237321","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"237330","1","1","","","1","","","1","","1","1","","1","","","","1","2","","","","1","1","1","1","1","","1","1","1","1","","","","","1","1","","1","","","","","","","","","","1","1","1","1","1","","1","1","","1","","",""
